0.9125,3.8,S,100
1.5625,3.9,S,100
6.3208,10.4333,S,100
4.3333,7.5,S,100
5.275,8.06667,S,100
5.2708,5.3,S,100
4.8417,5.5,S,100
4.1708,9.43333,S,100
4.025,6.33333,S,100
2.8458,5.43333,S,100
4.6625,8.53333,S,100
0.6125,2.56667,S,100
3.3792,2.63333,I,92.3077
6.9875,8.16667,S,92.8571
4.7,8.76667,S,93.3333
